NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
300,300,300,300,300
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
400,400,400,400,400
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
450,450,450,450,450
